"GEO_ID","NAME","B28007_001E","B28007_001M","B28007_002E","B28007_002M","B28007_003E","B28007_003M","B28007_004E","B28007_004M","B28007_005E","B28007_005M","B28007_006E","B28007_006M","B28007_007E","B28007_007M","B28007_008E","B28007_008M","B28007_009E","B28007_009M","B28007_010E","B28007_010M","B28007_011E","B28007_011M","B28007_012E","B28007_012M","B28007_013E","B28007_013M","B28007_014E","B28007_014M","B28007_015E","B28007_015M","B28007_016E","B28007_016M","B28007_017E","B28007_017M","B28007_018E","B28007_018M","B28007_019E","B28007_019M","B28007_020E","B28007_020M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!In the civilian labor force","Margin of Error!!Total!!In the civilian labor force","Estimate!!Total!!In the civilian labor force!!Employed","Margin of Error!!Total!!In the civilian labor force!!Employed","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!Without an Internet subscription","Estimate!!Total!!In the civilian labor force!!Employed!!No computer","Margin of Error!!Total!!In the civilian labor force!!Employed!!No computer","Estimate!!Total!!In the civilian labor force!!Unemployed","Margin of Error!!Total!!In the civilian labor force!!Unemployed","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!Without an Internet subscription","Estimate!!Total!!In the civilian labor force!!Unemployed!!No computer","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!No computer","Estimate!!Total!!Not in labor force","Margin of Error!!Total!!Not in labor force","Estimate!!Total!!Not in labor force!!Has a computer","Margin of Error!!Total!!Not in labor force!!Has a computer","Estimate!!Total!!Not in labor force!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Not in labor force!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Not in labor force!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!Not in labor force!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!Not in labor force!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!Not in labor force!!Has a computer!!Without an Internet subscription","Estimate!!Total!!Not in labor force!!No computer","Margin of Error!!Total!!Not in labor force!!No computer"
"1400000US41015950302","Census Tract 9503.02, Curry County, Oregon","3705","341","1690","270","1588","257","1588","257","0","12","1442","248","146","130","0","12","102","75","89","73","0","12","89","73","0","12","13","23","2015","241","1619","244","46","59","1515","250","58","59","396","155"
"1400000US41021960100","Census Tract 9601, Gilliam County, Oregon","1532","104","809","105","734","93","693","95","2","3","641","98","50","26","41","28","75","42","68","41","0","12","68","41","0","12","7","10","723","84","546","74","29","28","440","68","77","38","177","63"
"1400000US41027950100","Census Tract 9501, Hood River County, Oregon","2978","307","1778","231","1688","216","1529","210","3","4","1402","196","124","103","159","121","90","61","90","61","0","12","87","61","3","5","0","12","1200","207","1099","203","7","11","989","194","103","59","101","81"
"1400000US41027950200","Census Tract 9502, Hood River County, Oregon","5605","380","3878","352","3662","337","3581","356","0","17","3243","387","338","193","81","92","216","108","216","108","0","17","176","89","40","66","0","17","1727","280","1424","277","0","17","1313","273","111","79","303","186"
"1400000US41027950300","Census Tract 9503, Hood River County, Oregon","4589","283","2993","264","2993","264","2854","269","0","17","2708","294","146","106","139","147","0","17","0","17","0","17","0","17","0","17","0","17","1596","248","1377","240","0","17","1267","228","110","76","219","119"
"1400000US41027950400","Census Tract 9504, Hood River County, Oregon","4028","437","2747","354","2596","318","2323","286","42","47","2114","280","167","103","273","178","151","93","93","70","0","17","89","67","4","9","58","73","1281","224","1167","229","28","37","1103","223","36","42","114","68"
"1400000US41037960200","Census Tract 9602, Lake County, Oregon","3581","209","2178","230","2028","222","1874","233","0","17","1743","231","131","72","154","92","150","69","132","63","0","17","132","63","0","17","18","23","1403","202","963","185","0","17","783","164","180","84","440","124"
"1400000US41051000402","Census Tract 4.02, Multnomah County, Oregon","2895","244","2068","222","2043","220","2031","222","0","12","1958","221","73","61","12","20","25","24","25","24","0","12","25","24","0","12","0","12","827","139","774","133","8","13","766","132","0","12","53","46"
"1400000US41037960100","Census Tract 9601, Lake County, Oregon","2302","192","1090","154","1042","153","952","149","0","12","615","115","337","128","90","46","48","40","48","40","0","12","46","39","2","3","0","12","1212","139","1055","155","6","6","672","138","377","122","157","62"
"1400000US41051000301","Census Tract 3.01, Multnomah County, Oregon","4102","435","2882","369","2771","361","2771","361","0","17","2674","383","97","82","0","17","111","77","111","77","0","17","97","68","14","22","0","17","1220","249","1080","244","0","17","1061","244","19","24","140","71"
"1400000US41051000200","Census Tract 2, Multnomah County, Oregon","5156","294","3485","300","3245","279","3174","291","0","17","3016","282","158","112","71","65","240","140","240","140","0","17","240","140","0","17","0","17","1671","267","1238","247","0","17","1162","247","76","64","433","160"
"1400000US41051001102","Census Tract 11.02, Multnomah County, Oregon","1445","126","1191","129","1118","129","1106","130","0","12","1062","130","44","28","12","13","73","40","55","29","0","12","55","29","0","12","18","27","254","59","222","60","0","12","222","60","0","12","32","30"
"1400000US41051001500","Census Tract 15, Multnomah County, Oregon","2875","207","2167","225","2078","202","2072","204","0","12","2023","200","49","39","6","10","89","56","89","56","0","12","89","56","0","12","0","12","708","144","657","148","0","12","610","147","47","56","51","36"
"1400000US41051002801","Census Tract 28.01, Multnomah County, Oregon","2464","159","1754","136","1713","137","1690","137","0","12","1673","137","17","18","23","22","41","31","41","31","0","12","41","31","0","12","0","12","710","126","690","126","0","12","681","127","9","14","20","19"
"1400000US41051000502","Census Tract 5.02, Multnomah County, Oregon","4351","325","3155","287","3072","281","2944","276","0","17","2872","279","72","60","128","83","83","49","72","46","0","17","72","46","0","17","11","17","1196","208","896","166","10","16","837","162","49","45","300","137"
"1400000US41051000802","Census Tract 8.02, Multnomah County, Oregon","4307","419","3513","390","3361","377","3331","375","0","12","3204","384","127","73","30","34","152","109","152","109","0","12","152","109","0","12","0","12","794","244","749","244","0","12","713","242","36","42","45","40"
"1400000US41051001000","Census Tract 10, Multnomah County, Oregon","5246","431","4075","333","3900","321","3900","321","19","32","3715","328","166","115","0","17","175","122","175","122","0","17","158","123","17","27","0","17","1171","285","1088","284","43","52","952","276","93","66","83","60"
"1400000US41051001101","Census Tract 11.01, Multnomah County, Oregon","2244","190","1722","200","1593","205","1584","207","0","12","1513","212","71","38","9","14","129","58","120","57","0","12","80","52","40","32","9","14","522","89","356","88","0","12","290","87","66","47","166","68"
"1400000US41051001201","Census Tract 12.01, Multnomah County, Oregon","4845","426","3877","436","3842","433","3804","436","0","17","3646","408","158","118","38","42","35","39","35","39","0","17","35","39","0","17","0","17","968","259","876","254","0","17","752","236","124","115","92","78"
"1400000US41051001202","Census Tract 12.02, Multnomah County, Oregon","2942","138","2183","186","2091","184","2033","186","0","12","2002","189","31","33","58","60","92","43","92","43","0","12","92","43","0","12","0","12","759","113","673","122","0","12","614","107","59","60","86","56"
"1400000US41051001301","Census Tract 13.01, Multnomah County, Oregon","3476","236","2969","238","2892","244","2856","247","0","12","2745","254","111","110","36","35","77","42","77","42","0","12","77","42","0","12","0","12","507","114","429","104","0","12","409","107","20","22","78","44"
"1400000US41051001400","Census Tract 14, Multnomah County, Oregon","4865","343","3936","420","3787","416","3787","416","0","17","3690","426","97","67","0","17","149","84","149","84","0","17","149","84","0","17","0","17","929","226","831","226","0","17","769","209","62","70","98","80"
"1400000US41051002502","Census Tract 25.02, Multnomah County, Oregon","4063","322","3149","326","3055","343","3041","343","36","56","2743","346","262","291","14","22","94","59","94","59","0","12","94","59","0","12","0","12","914","186","844","182","0","12","713","176","131","87","70","53"
"1400000US41051002701","Census Tract 27.01, Multnomah County, Oregon","2538","175","1844","162","1735","160","1735","160","0","12","1706","172","29","32","0","12","109","47","109","47","0","12","92","45","17","22","0","12","694","118","656","116","0","12","610","120","46","54","38","28"
"1400000US41051003803","Census Tract 38.03, Multnomah County, Oregon","3795","388","2831","299","2749","290","2738","289","0","12","2543","340","195","170","11","18","82","47","82","47","0","12","82","47","0","12","0","12","964","219","783","190","0","12","707","193","76","65","181","139"
"1400000US41051004601","Census Tract 46.01, Multnomah County, Oregon","2745","188","1763","177","1709","165","1709","165","0","12","1662","171","47","42","0","12","54","38","54","38","0","12","54","38","0","12","0","12","982","132","950","130","0","12","894","122","56","52","32","34"
"1400000US41051006300","Census Tract 63, Multnomah County, Oregon","3574","242","2476","238","2293","272","2277","273","9","14","2119","264","149","122","16","18","183","171","183","171","0","17","183","171","0","17","0","17","1098","138","1052","140","0","17","1006","142","46","35","46","35"
"1400000US41051006402","Census Tract 64.02, Multnomah County, Oregon","4700","380","3542","403","3452","396","3452","396","0","17","3382","386","70","111","0","17","90","65","90","65","0","17","90","65","0","17","0","17","1158","178","1143","183","0","17","1076","185","67","74","15","24"
"1400000US41051007000","Census Tract 70, Multnomah County, Oregon","6386","399","4440","357","4259","357","4245","358","0","17","4167","362","78","76","14","22","181","83","181","83","0","17","165","80","16","27","0","17","1946","292","1908","302","21","33","1867","298","20","32","38","60"
"1400000US41051007201","Census Tract 72.01, Multnomah County, Oregon","2124","338","1351","281","1326","281","1287","277","0","12","1179","260","108","85","39","38","25","24","25","24","0","12","25","24","0","12","0","12","773","158","698","162","9","14","595","153","94","65","75","57"
"1400000US41051003802","Census Tract 38.02, Multnomah County, Oregon","3002","194","2509","202","2413","204","2344","213","0","12","2248","219","96","80","69","74","96","69","96","69","0","12","73","61","23","28","0","12","493","107","420","108","0","12","420","108","0","12","73","41"
"1400000US41051003901","Census Tract 39.01, Multnomah County, Oregon","6317","540","4631","470","4352","496","4227","489","0","17","4072","471","155","197","125","163","279","122","279","122","0","17","279","122","0","17","0","17","1686","321","1435","330","0","17","1418","319","17","28","251","151"
"1400000US41051005500","Census Tract 55, Multnomah County, Oregon","2911","237","1725","259","1524","239","1506","237","0","12","1366","225","140","69","18","20","201","141","195","141","0","12","109","63","86","132","6","10","1186","266","1032","266","0","12","949","276","83","52","154","86"
"1400000US41051005800","Census Tract 58, Multnomah County, Oregon","4164","346","2388","270","2240","272","2240","272","0","12","2035","269","205","205","0","12","148","80","148","80","0","12","148","80","0","12","0","12","1776","249","1723","258","23","37","1340","225","360","199","53","50"
"1400000US41051005900","Census Tract 59, Multnomah County, Oregon","7743","500","5152","469","4938","481","4909","475","0","17","4735","481","174","113","29","42","214","85","214","85","0","17","214","85","0","17","0","17","2591","372","2479","382","119","168","2248","325","112","63","112","73"
"1400000US41051006701","Census Tract 67.01, Multnomah County, Oregon","2504","159","1818","188","1787","186","1787","186","0","12","1787","186","0","12","0","12","31","24","31","24","0","12","31","24","0","12","0","12","686","155","638","155","0","12","564","146","74","64","48","27"
"1400000US41051007300","Census Tract 73, Multnomah County, Oregon","358","115","249","107","249","107","184","84","0","12","129","74","55","42","65","76","0","12","0","12","0","12","0","12","0","12","0","12","109","49","88","46","0","12","60","41","28","22","21","19"
"1400000US41051008002","Census Tract 80.02, Multnomah County, Oregon","2495","329","1586","254","1503","251","1494","248","9","14","1431","257","54","59","9","13","83","71","74","69","0","12","65","67","9","15","9","14","909","211","823","229","0","12","736","230","87","60","86","61"
"1400000US41051008901","Census Tract 89.01, Multnomah County, Oregon","7770","492","4873","443","4554","424","4480","425","0","19","4280","430","200","118","74","89","319","164","319","164","0","19","259","146","60","66","0","19","2897","460","2780","469","0","19","2412","436","368","191","117","119"
"1400000US41051009000","Census Tract 90, Multnomah County, Oregon","8584","568","5981","510","5340","469","5221","482","0","19","5082","503","139","133","119","119","641","280","641","280","0","19","545","251","96","118","0","19","2603","410","2108","307","0","19","1798","331","310","195","495","301"
"1400000US41051009202","Census Tract 92.02, Multnomah County, Oregon","3996","359","2569","286","2406","281","2341","272","24","28","2189","296","128","70","65","65","163","60","163","60","9","13","145","59","9","15","0","17","1427","189","1263","188","18","19","1195","189","50","33","164","80"
"1400000US41051009301","Census Tract 93.01, Multnomah County, Oregon","4795","627","2832","481","2510","459","2465","454","0","17","2294","398","171","319","45","39","322","142","322","142","0","17","322","142","0","17","0","17","1963","327","1831","334","0","17","1619","375","212","175","132","77"
"1400000US41051009801","Census Tract 98.01, Multnomah County, Oregon","3063","277","1946","286","1701","261","1543","246","0","12","1444","227","99","101","158","158","245","120","198","110","0","12","198","110","0","12","47","54","1117","191","729","195","0","12","625","174","104","126","388","169"
"1400000US41051008400","Census Tract 84, Multnomah County, Oregon","3350","304","2165","255","2063","250","1990","262","0","12","1782","261","208","90","73","56","102","56","80","50","0","12","69","47","11","16","22","34","1185","163","956","160","0","12","904","166","52","53","229","80"
"1400000US41051008902","Census Tract 89.02, Multnomah County, Oregon","3063","256","2159","219","2053","206","2022","206","0","12","1978","204","44","53","31","35","106","66","106","66","0","12","106","66","0","12","0","12","904","245","857","247","0","12","756","223","101","102","47","42"
"1400000US41051009101","Census Tract 91.01, Multnomah County, Oregon","4151","309","2493","293","2305","280","2206","299","14","22","1916","304","276","187","99","80","188","84","188","84","0","17","152","82","36","36","0","17","1658","197","1438","210","21","23","1074","195","343","162","220","125"
"1400000US41051010002","Census Tract 100.02, Multnomah County, Oregon","4330","352","2845","287","2641","300","2613","306","20","36","2397","317","196","155","28","42","204","84","204","84","0","17","204","84","0","17","0","17","1485","238","1448","239","20","31","1324","248","104","101","37","34"
"1400000US41051007600","Census Tract 76, Multnomah County, Oregon","2622","224","1709","220","1682","220","1489","203","0","12","1443","198","46","39","193","152","27","27","21","25","0","12","6","9","15","23","6","10","913","178","764","172","0","12","701","168","63","49","149","101"
"1400000US41051007700","Census Tract 77, Multnomah County, Oregon","1943","263","1330","142","1274","126","1262","126","0","12","1207","128","55","35","12","13","56","44","56","44","0","12","56","44","0","12","0","12","613","162","591","162","0","12","554","167","37","26","22","13"
"1400000US41051008100","Census Tract 81, Multnomah County, Oregon","6253","515","3777","405","3557","399","3465","412","15","26","3330","389","120","107","92","98","220","113","171","89","0","17","116","60","55","62","49","76","2476","399","2040","428","0","17","1747","406","293","172","436","186"
