"GEO_ID","NAME","B28002_001E","B28002_001M","B28002_002E","B28002_002M","B28002_003E","B28002_003M","B28002_004E","B28002_004M","B28002_005E","B28002_005M","B28002_006E","B28002_006M","B28002_007E","B28002_007M","B28002_008E","B28002_008M","B28002_009E","B28002_009M","B28002_010E","B28002_010M","B28002_011E","B28002_011M","B28002_012E","B28002_012M","B28002_013E","B28002_013M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!With an Internet subscription","Margin of Error!!Total!!With an Internet subscription","Estimate!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband of any type","Margin of Error!!Total!!With an Internet subscription!!Broadband of any type","Estimate!!Total!!With an Internet subscription!!Cellular data plan","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan","Estimate!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Satellite Internet service","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service","Estimate!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Estimate!!Total!!Internet access without a subscription","Margin of Error!!Total!!Internet access without a subscription","Estimate!!Total!!No Internet access","Margin of Error!!Total!!No Internet access"
"1400000US41039000500","Census Tract 5, Lane County, Oregon","934","54","718","62","23","13","695","62","340","57","43","20","554","64","270","72","114","27","62","23","0","12","24","13","192","45"
"1400000US41039000800","Census Tract 8, Lane County, Oregon","606","62","483","71","16","14","467","71","327","62","113","37","173","50","63","35","151","53","66","34","2","6","48","45","75","35"
"1400000US41039001903","Census Tract 19.03, Lane County, Oregon","1094","69","963","84","0","12","963","84","830","78","96","58","805","102","114","51","88","45","19","17","0","12","5","9","126","60"
"1400000US41039003101","Census Tract 31.01, Lane County, Oregon","2385","130","2061","140","12","19","2049","139","1520","180","110","78","1880","135","465","139","116","63","47","41","0","17","61","45","263","105"
"1400000US41039004000","Census Tract 40, Lane County, Oregon","1324","99","1008","109","9","14","999","109","686","106","163","82","822","113","285","87","37","26","0","12","9","14","50","37","266","79"
"1400000US41039004401","Census Tract 44.01, Lane County, Oregon","2335","139","1960","172","20","32","1940","171","1495","173","272","112","1632","186","424","129","42","52","0","17","21","33","42","49","333","146"
"1400000US41039000200","Census Tract 2, Lane County, Oregon","2021","89","1688","118","10","11","1678","118","1167","128","186","76","1056","117","376","82","413","88","96","53","8","11","72","41","261","76"
"1400000US41039002600","Census Tract 26, Lane County, Oregon","2476","121","1920","198","20","31","1900","190","1503","215","227","115","1641","221","365","141","32","37","0","17","0","17","160","115","396","155"
"1400000US41039000403","Census Tract 4.03, Lane County, Oregon","2256","214","1869","208","52","50","1817","204","1404","195","197","116","1521","210","357","150","120","66","27","31","29","43","47","52","340","134"
"1400000US41039000904","Census Tract 9.04, Lane County, Oregon","1273","111","1054","121","19","22","1035","122","818","123","275","114","602","118","157","79","188","53","49","29","0","12","25","24","194","78"
"1400000US41039002002","Census Tract 20.02, Lane County, Oregon","2064","77","1580","142","24","28","1556","142","1144","167","244","131","1287","168","377","150","102","65","0","17","0","17","222","131","262","129"
"1400000US41039002403","Census Tract 24.03, Lane County, Oregon","1702","48","1467","101","19","19","1448","102","1063","132","128","72","1245","129","329","93","122","48","48","36","0","12","71","57","164","67"
"1400000US41045970300","Census Tract 9703, Malheur County, Oregon","1685","147","1152","154","18","19","1134","157","825","141","230","103","830","139","289","102","103","50","20","20","0","12","55","32","478","128"
"1400000US41045970400","Census Tract 9704, Malheur County, Oregon","1698","144","1126","150","6","11","1120","150","751","138","253","88","763","146","295","105","39","40","0","12","30","39","115","84","457","143"
"1400000US41047010702","Census Tract 107.02, Marion County, Oregon","2558","183","2125","192","5","8","2120","191","1764","176","250","91","1762","186","319","86","221","91","0","17","5","8","89","49","344","88"
"1400000US41047010801","Census Tract 108.01, Marion County, Oregon","2120","212","1788","220","0","17","1788","220","1268","223","328","149","1120","173","329","127","309","117","144","110","10","17","102","89","230","115"
"1400000US41047010802","Census Tract 108.02, Marion County, Oregon","2285","177","1961","188","4","7","1957","188","1659","204","269","114","1354","214","230","74","444","163","23","30","0","17","81","45","243","107"
"1400000US41047001801","Census Tract 18.01, Marion County, Oregon","2363","158","1875","228","0","17","1875","228","1650","220","292","115","1496","229","200","98","138","105","14","25","11","20","24","30","464","165"
"1400000US41029000300","Census Tract 3, Jackson County, Oregon","2418","125","1894","198","22","28","1872","198","1343","220","82","76","1622","194","459","159","142","90","12","20","9","17","194","118","330","130"
"1400000US41029000202","Census Tract 2.02, Jackson County, Oregon","1361","116","1074","167","0","12","1074","167","810","175","179","89","864","158","264","92","42","52","0","12","0","12","69","67","218","118"
"1400000US41029001700","Census Tract 17, Jackson County, Oregon","3354","230","2650","304","16","25","2634","306","1725","301","221","118","2184","281","822","188","201","128","54","66","0","17","212","114","492","188"
"1400000US41029001900","Census Tract 19, Jackson County, Oregon","991","98","858","92","0","12","858","92","614","96","46","24","802","93","244","69","10","11","0","12","0","12","32","18","101","37"
"1400000US41029000100","Census Tract 1, Jackson County, Oregon","824","76","436","79","4","7","432","78","237","59","79","42","323","81","174","62","19","15","0","12","0","12","76","36","312","72"
"1400000US41029000203","Census Tract 2.03, Jackson County, Oregon","1623","103","1437","112","7","12","1430","114","835","115","175","99","1188","151","460","117","133","78","67","62","0","12","66","73","120","49"
"1400000US41029001302","Census Tract 13.02, Jackson County, Oregon","3412","169","3023","215","0","19","3023","215","2015","284","253","163","2627","215","925","247","190","112","69","68","0","19","53","52","336","139"
"1400000US41029002200","Census Tract 22, Jackson County, Oregon","2217","146","2019","152","8","14","2011","153","1437","162","331","138","1616","178","527","161","91","56","47","46","0","12","0","12","198","100"
"1400000US41005024100","Census Tract 241, Clackamas County, Oregon","1787","115","1535","124","46","46","1489","132","1044","134","250","111","1173","158","390","99","95","51","19","20","9","15","81","55","171","80"
"1400000US41005020600","Census Tract 206, Clackamas County, Oregon","3109","99","2911","135","0","17","2911","135","2247","196","160","99","2683","172","605","174","151","81","0","17","17","27","69","56","129","72"
"1400000US41005020303","Census Tract 203.03, Clackamas County, Oregon","2706","152","2396","201","24","38","2372","206","1827","234","85","66","2264","214","504","188","77","56","0","17","23","35","43","46","267","145"
"1400000US41005022201","Census Tract 222.01, Clackamas County, Oregon","2726","120","1940","201","0","17","1940","201","1649","221","391","189","1461","219","291","116","66","58","0","17","0","17","210","109","576","176"
"1400000US41005020800","Census Tract 208, Clackamas County, Oregon","1987","152","1694","168","10","15","1684","167","1371","179","278","118","1358","146","294","87","135","68","0","12","11","17","69","43","224","86"
"1400000US41005022101","Census Tract 221.01, Clackamas County, Oregon","2558","148","2267","183","2","3","2265","183","1586","208","217","129","1977","184","637","160","183","89","19","25","0","17","35","38","256","94"
"1400000US41005022103","Census Tract 221.03, Clackamas County, Oregon","2738","96","2497","139","0","17","2497","139","1907","209","98","57","2322","169","572","169","137","85","18","31","0","17","49","46","192","105"
"1400000US41005022901","Census Tract 229.01, Clackamas County, Oregon","1350","68","1259","75","0","12","1259","75","979","104","43","44","1198","96","271","90","54","33","9","14","0","12","43","42","48","29"
"1400000US41005023500","Census Tract 235, Clackamas County, Oregon","2052","154","1743","169","16","27","1727","167","1163","201","349","155","1022","177","335","124","378","220","214","188","0","17","0","17","309","136"
"1400000US41005023800","Census Tract 238, Clackamas County, Oregon","2296","128","1898","149","13","20","1885","148","1389","162","289","130","1515","192","450","127","167","105","46","69","0","17","91","87","307","127"
"1400000US41005021601","Census Tract 216.01, Clackamas County, Oregon","2460","147","2112","185","22","32","2090","185","1444","234","346","149","1681","243","610","207","96","75","0","17","0","17","19","33","329","156"
"1400000US41005023201","Census Tract 232.01, Clackamas County, Oregon","1542","93","1378","106","8","12","1370","106","1005","134","110","69","1233","104","336","108","84","53","8","13","0","12","26","22","138","56"
"1400000US41005023600","Census Tract 236, Clackamas County, Oregon","1414","102","1250","109","0","12","1250","109","823","120","176","86","965","136","401","123","99","51","17","21","0","12","34","31","130","57"
"1400000US41007990000","Census Tract 9900, Clatsop County, Oregon","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US41011000503","Census Tract 5.03, Coos County, Oregon","1003","106","746","105","27","29","719","97","440","106","7","12","677","94","263","72","62","42","0","12","10","16","102","67","155","74"
"1400000US41011000504","Census Tract 5.04, Coos County, Oregon","2566","239","1912","242","21","32","1891","238","1230","226","173","117","1594","240","607","144","92","90","54","80","0","17","77","60","577","174"
"1400000US41011990101","Census Tract 9901.01, Coos County, Oregon","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US41015990101","Census Tract 9901.01, Curry County, Oregon","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US41017000100","Census Tract 1, Deschutes County, Oregon","741","54","675","51","0","12","675","51","538","61","78","40","545","61","113","40","71","32","0","12","7","10","33","29","33","20"
"1400000US41017000200","Census Tract 2, Deschutes County, Oregon","2190","254","1550","204","13","22","1537","202","646","151","140","88","1007","185","468","173","450","169","284","139","10","9","234","105","406","167"
"1400000US41017000300","Census Tract 3, Deschutes County, Oregon","3507","304","2620","306","0","17","2620","306","1587","237","412","165","1700","269","636","214","545","204","371","170","26","30","64","45","823","258"
"1400000US41017000401","Census Tract 4.01, Deschutes County, Oregon","2065","124","1747","135","7","12","1740","135","1307","151","242","99","1441","147","407","111","108","60","18","30","0","17","63","38","255","105"
"1400000US41017000402","Census Tract 4.02, Deschutes County, Oregon","1052","170","867","160","0","12","867","160","655","147","314","144","481","111","166","76","60","50","46","47","0","12","34","48","151","92"
"1400000US41017000500","Census Tract 5, Deschutes County, Oregon","2789","259","2430","250","0","17","2430","250","1641","226","179","128","2103","211","692","172","170","93","83","83","5","8","137","93","222","92"
"1400000US41017000600","Census Tract 6, Deschutes County, Oregon","3259","239","2959","262","21","25","2938","267","2312","260","211","104","2175","274","452","144","538","164","101","80","34","32","28","32","272","147"
"1400000US41017000700","Census Tract 7, Deschutes County, Oregon","2855","196","2557","209","0","17","2557","209","1891","221","452","144","1812","244","402","130","394","172","177","142","0","17","32","44","266","131"
"1400000US41017000800","Census Tract 8, Deschutes County, Oregon","2834","184","2495","187","16","26","2479","190","1873","243","241","130","2034","218","554","150","340","148","52","48","0","17","107","81","232","107"
"1400000US41017000900","Census Tract 9, Deschutes County, Oregon","3013","190","2367","218","0","17","2367","218","1848","210","369","162","1943","255","465","147","156","81","26","28","0","17","156","92","490","147"
"1400000US41017001001","Census Tract 10.01, Deschutes County, Oregon","5467","264","5009","338","91","85","4918","327","3932","328","457","259","4136","376","831","286","514","241","94","115","0","19","133","131","325","219"
"1400000US41017001002","Census Tract 10.02, Deschutes County, Oregon","942","99","769","90","9","10","760","89","561","89","76","39","592","79","173","58","83","37","26","18","0","12","34","30","139","60"
"1400000US41017001100","Census Tract 11, Deschutes County, Oregon","4429","229","4201","260","0","19","4201","260","3188","351","555","242","3440","300","951","274","184","113","0","19","48","37","0","19","228","162"
"1400000US41017001200","Census Tract 12, Deschutes County, Oregon","2909","155","2570","163","25","28","2545","162","1830","183","227","99","1983","212","532","177","366","135","112","74","33","38","48","55","291","125"
"1400000US41017001300","Census Tract 13, Deschutes County, Oregon","5359","327","5111","367","0","19","5111","367","4322","417","592","265","4405","399","653","216","228","119","92","92","22","36","71","68","177","129"
"1400000US41017001400","Census Tract 14, Deschutes County, Oregon","2729","220","2464","234","0","17","2464","234","2158","231","288","115","2102","240","274","142","103","82","16","25","0","17","153","108","112","89"
"1400000US41017001500","Census Tract 15, Deschutes County, Oregon","2817","238","2291","277","32","35","2259","280","1616","261","378","153","1762","271","592","165","176","115","45","67","6","15","99","79","427","205"
"1400000US41017001600","Census Tract 16, Deschutes County, Oregon","2810","202","2259","218","13","21","2246","220","1634","227","296","137","1830","251","502","193","143","81","75","82","0","17","115","78","436","167"
"1400000US41017001700","Census Tract 17, Deschutes County, Oregon","3567","151","2955","222","30","34","2925","226","2220","281","443","226","2362","258","627","176","170","94","49","45","15","24","197","139","415","169"
"1400000US41017001800","Census Tract 18, Deschutes County, Oregon","4153","156","3038","306","66","80","2972","299","2178","296","207","122","2433","347","655","238","291","132","109","100","0","17","309","192","806","245"
"1400000US41017002100","Census Tract 21, Deschutes County, Oregon","4928","296","4365","303","0","19","4365","303","3108","309","587","285","3558","421","1062","258","158","143","65","104","108","112","127","140","436","205"
"1400000US41017001901","Census Tract 19.01, Deschutes County, Oregon","701","44","649","44","11","11","638","45","515","51","79","42","463","57","85","40","93","32","21","25","6","9","5","9","47","33"
"1400000US41017001902","Census Tract 19.02, Deschutes County, Oregon","4080","204","3464","271","16","26","3448","276","2386","300","457","205","2798","294","837","215","290","126","142","102","18","30","256","150","360","115"
"1400000US41017002000","Census Tract 20, Deschutes County, Oregon","3275","219","2802","249","0","17","2802","249","2273","265","280","123","2474","250","483","154","190","75","32","35","0","17","95","72","378","162"
"1400000US41019990000","Census Tract 9900, Douglas County, Oregon","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US41025960100","Census Tract 9601, Harney County, Oregon","2329","177","1769","169","19","29","1750","165","1235","154","310","114","1220","178","460","89","239","99","40","34","0","17","210","122","350","108"
"1400000US41025960200","Census Tract 9602, Harney County, Oregon","828","91","628","83","11","13","617","85","376","70","115","41","220","53","110","37","274","59","115","39","12","11","32","24","168","46"
"1400000US41029000403","Census Tract 4.03, Jackson County, Oregon","1593","90","1420","94","0","12","1420","94","1087","109","131","67","1195","116","271","97","133","56","49","40","0","12","78","48","95","51"
"1400000US41029000404","Census Tract 4.04, Jackson County, Oregon","1741","72","1603","79","0","12","1603","79","1068","112","91","53","1436","92","448","89","118","50","40","28","0","12","50","37","88","50"
"1400000US41029000405","Census Tract 4.05, Jackson County, Oregon","1748","97","1406","125","0","12","1406","125","861","116","157","78","1120","132","387","94","197","93","125","81","0","12","68","49","274","113"
"1400000US41029000406","Census Tract 4.06, Jackson County, Oregon","2035","104","1661","149","0","12","1661","149","1009","141","95","67","1414","159","570","150","141","83","62","43","11","18","51","35","323","124"
"1400000US41029000501","Census Tract 5.01, Jackson County, Oregon","1323","92","1174","93","0","12","1174","93","840","117","124","66","1016","122","273","86","69","53","21","34","0","12","31","32","118","72"
"1400000US41029000502","Census Tract 5.02, Jackson County, Oregon","2368","144","1842","229","7","11","1835","231","1240","208","240","130","1546","230","525","176","87","59","12","20","0","17","184","125","342","139"
"1400000US41029001001","Census Tract 10.01, Jackson County, Oregon","2602","163","2237","188","0","17","2237","188","1307","223","194","112","1970","227","843","207","121","70","42","43","0","17","64","54","301","132"
"1400000US41029001002","Census Tract 10.02, Jackson County, Oregon","1711","123","1446","136","39","48","1407","144","906","149","45","36","1306","134","437","119","91","72","56","66","0","12","139","98","126","66"
"1400000US41029001601","Census Tract 16.01, Jackson County, Oregon","2103","111","1491","166","77","58","1414","172","1090","169","291","124","1102","162","280","101","42","33","11","16","10","16","236","118","376","108"
"1400000US41029001602","Census Tract 16.02, Jackson County, Oregon","2884","227","2221","253","0","17","2221","253","1099","232","127","89","1842","260","935","230","282","114","66","55","14","23","180","104","483","185"
"1400000US41031940000","Census Tract 9400, Jefferson County, Oregon","844","102","450","79","8","13","442","78","281","64","111","44","263","59","119","35","85","44","32","25","10","12","77","35","317","74"
"1400000US41031960201","Census Tract 9602.01, Jefferson County, Oregon","1168","151","788","139","8","14","780","143","576","125","236","84","544","134","195","90","20","18","0","12","0","12","56","38","324","103"
"1400000US41031960202","Census Tract 9602.02, Jefferson County, Oregon","2011","189","1695","193","0","17","1695","193","1105","186","240","113","1338","206","554","189","183","99","7","12","0","17","28","34","288","112"
"1400000US41031960301","Census Tract 9603.01, Jefferson County, Oregon","1711","124","1410","121","0","12","1410","121","1074","132","201","82","921","117","269","82","319","89","33","29","8","12","59","50","242","103"
"1400000US41031960302","Census Tract 9603.02, Jefferson County, Oregon","1583","128","1296","122","2","3","1294","122","905","108","196","57","862","89","245","51","268","71","81","39","8","12","81","50","206","59"
"1400000US41039000705","Census Tract 7.05, Lane County, Oregon","1797","134","1229","153","8","12","1221","152","772","121","110","54","1071","152","413","113","95","50","0","12","0","12","84","62","484","135"
